GameId, Team, Before_YPP, After_YPP, Before_COM, After_COM, Before_YPD, After_YPD
2014113009,ATL,7.214,5.738,0.667,0.73,101.0,37.077
2014113010,GB,5.956,3.524,0.6,0.667,67.5,24.667
2014113011,KC,2.458,2.714,0.571,0.75,11.8,15.833
2014120100,NYJ,4.483,2.944,0.5,0.8,38.429,13.25
2014120400,DAL,3.957,6.265,0.81,0.8,46.5,42.6
2014120700,PIT,5.056,8.0,0.647,0.6,36.4,44.0
2014120701,CLE,3.706,2.899,0.5,0.481,31.5,14.286
2014120702,DET,4.205,5.061,0.789,0.733,54.667,31.0
2014120703,JAX,3.032,3.545,0.464,0.5,31.333,39.0
2014120704,BAL,4.364,6.123,0.778,0.864,32.0,43.625
2014120705,NYJ,5.391,4.274,0.833,0.542,24.8,31.2
2014120706,CAR,8.889,4.862,1.0,0.556,80.0,32.538
2014120707,NYG,5.808,3.93,0.714,0.6,50.333,31.0
2014120708,WAS,5.25,3.81,0.75,0.697,42.0,20.091
2014120709,ARI,3.316,4.537,0.6,0.464,31.5,33.778
2014120710,BUF,4.226,5.968,0.688,0.698,65.5,41.111
2014120712,SEA,3.8,4.185,0.6,0.559,57.0,35.0
2014120713,SD,4.381,3.771,0.556,0.654,46.0,18.1
2014120800,GB,7.571,5.104,0.909,0.56,159.0,38.0
2014121100,ARI,6.062,2.986,0.9,0.375,48.5,16.308
2014121400,PIT,5.238,5.806,0.75,0.733,55.0,60.0
2014121401,JAX,4.345,2.246,0.727,0.556,42.0,14.222
2014121402,GB,4.244,4.569,0.353,0.5,34.8,21.182
2014121403,CAR,5.171,3.733,0.588,0.64,45.25,24.889
2014121404,CIN,4.0,4.264,0.429,0.769,49.333,28.25
2014121405,DET,3.804,4.667,0.667,0.4,24.25,35.0
2014121406,IND,2.769,4.571,0.286,0.581,18.0,32.0
2014121407,KC,5.104,4.073,0.522,0.615,40.833,20.875
2014121408,MIA,5.485,4.667,0.667,0.579,60.333,28.0
2014121409,NYG,3.071,4.714,0.533,0.696,21.5,38.5
2014121410,DEN,4.625,4.333,0.5,0.632,24.667,31.778
2014121411,TEN,5.438,3.415,0.833,0.452,87.0,24.667
2014121413,DAL,3.328,3.73,0.615,0.778,37.167,19.714
2014121500,CHI,2.556,5.062,0.5,0.679,11.5,29.909
2014121800,TEN,4.2,4.518,0.778,0.68,35.0,50.6
2014122000,PHI,3.778,5.031,0.6,0.714,34.0,40.25
2014122001,SF,9.429,5.368,0.5,0.577,132.0,34.0
2014122100,CAR,3.922,6.107,0.52,0.625,50.2,28.5
2014122101,CHI,2.926,3.216,0.462,0.667,26.333,23.429
2014122102,HOU,5.75,1.909,0.667,0.5,69.0,9.947
2014122103,MIA,4.348,5.403,0.5,0.769,50.0,59.429
2014122104,NO,2.941,4.594,0.429,0.744,25.0,32.667
2014122105,NYJ,4.068,3.167,0.65,0.625,34.286,19.0
2014122106,PIT,4.595,3.867,0.647,0.7,42.5,58.0
2014122107,GB,5.625,5.177,0.667,0.789,45.0,58.429
2014122108,LA,3.444,6.206,1.0,0.743,31.0,35.167
2014122109,DAL,4.625,4.562,0.947,0.667,42.286,24.333
2014122110,LV,3.125,4.25,0.333,0.591,15.0,32.111
2014122111,SEA,6.387,7.692,0.6,1.0,49.5,40.0
2014122200,CIN,5.644,2.115,0.722,0.5,41.625,7.857
2014122800,CAR,5.694,3.182,0.667,0.6,51.25,35.0
2014122801,BAL,3.409,5.703,0.5,0.607,37.5,36.5
2014122802,DET,2.882,4.234,0.667,0.444,24.5,38.714
2014122803,JAX,5.889,3.177,0.5,0.394,53.0,21.889
2014122804,SD,4.417,5.174,0.667,0.647,26.5,35.7
2014122805,MIA,3.818,4.621,0.75,0.515,28.0,33.889
2014122806,CHI,3.45,4.105,0.704,0.545,25.875,39.0
2014122807,BUF,6.367,1.86,0.833,0.5,63.667,11.429
2014122808,NYG,10.0,5.309,1.0,0.519,80.0,38.385
2014122809,PIT,3.688,6.07,0.444,0.667,29.5,38.444
2014122810,TB,4.781,3.184,0.667,0.727,51.0,26.0
2014122811,TEN,1.077,2.967,0.2,0.462,7.0,16.182
2014122812,DAL,7.878,4.25,0.682,0.5,77.2,19.125
2014122813,LV,0.286,3.508,0.25,0.562,1.0,21.4
2014122814,ARI,5.633,4.82,0.643,0.643,84.5,34.429
2014122815,LA,2.192,5.224,0.7,0.759,14.25,36.571
2015091000,PIT,5.875,6.381,0.708,0.688,62.667,44.667
2015091300,CHI,5.059,5.027,0.714,0.5,86.0,40.778
2015091301,LA,3.5,5.44,0.778,0.632,30.333,34.0
2015091302,CAR,2.76,3.803,0.4,0.708,17.25,33.143
2015091303,WAS,4.034,4.475,0.667,0.769,58.5,33.0
2015091304,IND,7.75,4.727,0.75,0.562,62.0,33.091
2015091305,NYJ,4.857,4.529,0.667,0.667,34.0,30.8
2015091306,KC,5.475,3.286,0.778,0.562,43.8,17.889
2015091307,ARI,4.857,6.759,0.519,0.556,47.6,39.2
2015091308,DET,3.85,6.071,0.5,0.773,25.667,25.5
2015091309,BAL,1.959,5.818,0.688,0.529,13.714,42.667
2015091310,LV,5.333,3.347,0.583,0.774,48.0,20.5
2015091311,TEN,7.211,3.474,0.667,0.778,68.5,22.0
2015091312,DAL,4.1,5.938,0.818,0.833,41.0,42.222
2015091400,PHI,3.054,6.868,0.625,0.833,16.143,52.0
2015091700,DEN,1.688,4.373,0.5,0.571,13.5,29.818
2015092000,CAR,4.239,3.469,0.609,0.412,32.5,21.25
2015092001,BUF,2.913,5.0,0.833,0.821,16.75,22.0
2015092002,CIN,4.923,5.242,0.833,0.545,32.0,34.6
2015092003,TEN,4.0,4.317,0.5,0.583,36.0,29.5
2015092004,ATL,3.5,6.879,0.581,0.75,27.0,45.4
2015092005,LA,2.78,3.769,0.476,0.571,14.25,16.333
2015092006,ARI,3.111,4.45,0.429,0.714,28.0,33.375
2015092007,MIN,5.205,3.9,0.667,0.818,40.6,26.0
2015092008,NO,3.733,3.905,0.571,0.647,56.0,22.231
2015092009,PIT,6.886,5.784,0.667,0.909,60.25,42.8
2015092010,LV,5.053,6.0,0.59,0.8,48.0,45.0
2015092011,JAX,4.577,5.083,0.5,0.6,29.75,61.0
2015092012,DAL,4.021,3.863,0.739,0.733,38.6,28.143
2015092013,GB,4.871,3.855,0.667,0.682,50.333,26.5
2015092100,NYJ,3.75,4.385,0.533,0.696,30.0,28.5
2015092400,WAS,5.5,5.444,0.667,0.627,22.0,49.0
2015092700,DAL,7.094,3.8,0.9,0.789,56.75,26.6
2015092701,NO,4.0,5.485,0.87,0.7,50.0,45.25
2015092702,NYJ,2.846,3.531,0.857,0.615,18.5,20.429
2015092703,HOU,4.2,3.571,0.727,0.586,52.5,25.0
2015092704,MIN,5.182,3.677,0.5,0.571,57.0,25.333
2015092705,PIT,5.71,2.595,0.824,0.824,88.5,15.571
2015092706,JAX,3.37,5.512,0.417,0.609,45.5,26.333
2015092707,BAL,4.391,4.731,0.615,0.69,50.5,39.625
2015092708,LV,5.82,5.711,0.565,0.615,48.5,36.167
2015092709,TEN,4.15,5.899,0.667,0.632,27.667,42.364
2015092710,ARI,6.474,4.263,0.529,0.722,82.0,27.0
2015092712,MIA,2.278,6.044,0.455,0.641,13.667,45.667
2015092713,DET,1.471,4.329,0.667,0.714,12.5,33.667
2015092800,GB,6.231,4.339,0.632,0.682,81.0,24.3
2015100100,PIT,3.389,3.238,0.857,0.684,20.333,20.4
2015100400,MIA,2.0,3.015,0.4,0.455,8.0,18.091
2015100401,LV,3.476,3.588,0.583,0.636,24.333,22.875
2015100402,ATL,3.375,4.26,0.5,0.727,27.0,32.8
2015100403,CIN,7.694,3.5,0.727,0.5,53.857,19.25
2015100404,IND,3.833,3.301,0.615,0.622,30.667,24.1
2015100405,WAS,4.571,4.517,0.667,0.677,64.0,33.875
2015100406,TB,5.571,5.268,0.429,0.692,29.25,41.556
2015100407,BUF,2.286,4.61,0.4,0.725,10.667,32.273
2015100408,CLE,1.833,5.06,0.5,0.75,11.0,42.5
2015100409,GB,3.742,4.186,0.667,0.667,23.2,41.167
2015100410,LA,1.417,5.712,0.667,0.652,5.667,30.636
2015100411,MIN,2.0,4.519,0.611,0.696,19.0,26.111
2015100412,NO,4.941,4.958,0.75,0.758,42.0,29.333
2015100500,DET,3.25,4.25,1.0,0.656,19.5,29.75
2015100800,HOU,4.692,6.227,0.8,0.756,61.0,51.889
2015101100,PHI,6.143,4.956,0.7,0.718,86.0,41.0
2015101101,CHI,3.273,3.556,0.833,0.512,36.0,32.0
2015101102,CIN,6.625,4.841,0.7,0.621,66.25,30.5
2015101103,WAS,4.065,5.419,0.615,0.727,42.0,25.889
2015101104,TB,7.318,3.688,0.714,0.667,80.5,29.5
2015101106,BUF,1.514,5.355,0.5,0.714,9.333,41.5
2015101107,GB,5.312,4.328,0.5,0.769,85.0,27.7
2015101108,DET,4.909,4.776,0.667,0.627,54.0,39.0
2015101109,DAL,1.962,4.424,0.556,0.706,12.75,37.286
2015101110,LV,4.244,4.659,0.786,0.615,34.8,22.778
2015101111,SF,4.2,4.923,0.733,0.542,31.5,36.571
2015101200,PIT,4.659,5.031,0.538,0.538,31.833,26.833
2015101500,NO,5.714,4.077,0.714,0.781,80.0,35.333
2015101800,DET,5.125,5.417,0.8,0.6,41.0,35.0
2015101801,WAS,2.742,2.98,0.688,0.552,17.0,24.333
2015101802,ARI,7.615,5.704,0.667,0.69,33.0,40.5
2015101803,MIN,8.875,3.377,0.667,0.567,71.0,23.636
2015101804,BUF,4.947,4.781,0.571,0.714,47.0,43.714
2015101805,DEN,3.549,6.623,0.636,0.593,25.857,39.0
2015101806,MIA,7.652,5.111,0.857,0.818,88.0,40.25
2015101807,HOU,5.906,3.821,0.611,0.667,94.5,30.571
2015101808,SEA,4.48,4.182,0.545,0.667,37.333,20.909
2015101809,SD,5.231,5.337,0.75,0.65,68.0,61.375
2015101810,SF,4.3,5.254,0.714,0.524,43.0,35.2
2015101900,NYG,5.238,2.705,0.909,0.548,110.0,13.75
2015102200,SEA,6.044,3.22,0.769,0.909,68.0,22.0
2015102500,BUF,5.154,4.214,0.5,0.622,33.5,27.231
2015102501,LA,1.846,5.955,0.444,0.688,12.0,37.429
2015102502,HOU,0.0,4.62,0.1,0.6,0.0,28.077
2015102503,NYJ,3.984,4.769,0.538,0.571,36.429,41.333
2015102504,PIT,4.562,6.514,0.417,0.684,73.0,38.0
2015102505,WAS,2.947,4.781,0.667,0.8,18.667,43.714
2015102506,DET,7.682,2.457,0.727,0.632,56.333,18.833
2015102507,NO,4.645,4.329,0.647,0.697,48.0,19.0
2015102508,TEN,5.0,6.448,0.65,0.75,36.0,26.714
2015102509,SD,5.0,4.471,0.786,0.627,31.667,34.545
2015102510,NYG,4.226,4.263,0.538,0.462,32.75,32.4
2015102511,PHI,2.375,3.587,0.5,0.565,19.0,30.0
2015102600,ARI,7.0,4.719,0.667,0.636,51.333,33.625
2015102900,MIA,3.357,4.19,0.8,0.65,47.0,26.4
2015110100,DET,3.091,4.204,0.5,0.69,22.667,29.429
2015110101,SD,4.75,3.25,0.781,0.571,53.833,13.0
2015110102,PIT,3.25,6.536,0.692,0.658,20.8,52.286
2015110103,HOU,4.571,2.903,0.571,0.682,24.0,20.0
2015110104,MIN,3.526,5.972,0.538,0.611,33.5,43.0
2015110105,ATL,5.583,7.025,0.833,0.844,67.0,56.9
2015110106,NO,9.481,5.662,0.846,0.789,64.0,52.375
2015110107,SF,2.778,2.074,0.667,0.432,25.0,14.1
2015110108,ARI,5.706,5.062,0.857,0.576,97.0,27.333
2015110109,NYJ,3.261,4.477,0.625,0.659,25.0,41.571
2015110110,SEA,5.538,4.306,0.8,0.64,72.0,33.375
2015110111,DEN,6.312,6.029,0.727,0.727,50.5,51.25
2015110200,IND,3.357,3.7,0.6,0.585,15.667,22.2
2015110800,MIN,2.8,3.494,0.5,0.593,28.0,20.214
2015110801,CAR,6.686,3.6,0.636,0.4,46.8,19.8
2015110802,NE,4.947,5.76,0.778,0.636,94.0,43.2
2015110803,TEN,0.857,6.0,0.0,0.757,3.0,40.0
2015110804,BUF,3.0,6.266,0.5,0.833,12.0,50.125
2015110805,NYJ,3.324,3.364,0.714,0.524,28.25,18.5
2015110806,PIT,5.941,5.73,0.579,0.588,50.5,35.333
2015110807,NYG,4.414,3.781,0.75,0.64,42.667,30.25
2015110808,SF,4.442,3.179,0.611,0.667,38.5,22.25
2015110809,DEN,3.773,5.279,0.538,0.667,27.667,32.429
2015110810,PHI,3.556,5.627,0.571,0.708,25.6,47.429
2015110900,CHI,6.389,6.169,0.714,0.697,115.0,50.125
2015111200,NYJ,3.633,5.302,0.385,0.571,27.25,32.571
2015111500,WAS,9.162,3.729,0.867,0.667,84.75,19.889
2015111501,GB,3.385,3.769,0.619,0.535,26.4,24.5
2015111502,DAL,3.125,3.237,1.0,0.667,25.0,19.1
2015111503,TEN,4.632,3.526,0.692,0.727,35.2,11.167
2015111504,CHI,8.923,4.056,0.8,0.762,58.0,29.2
2015111505,MIA,2.846,3.28,0.571,0.586,37.0,20.5
2015111506,BAL,5.31,4.658,0.75,0.882,37.167,29.5
2015111507,PIT,4.269,6.386,0.643,0.586,37.0,45.5
2015111508,LV,2.375,5.071,0.5,0.744,19.0,29.583
2015111509,NE,4.312,5.018,0.733,0.607,46.0,25.545
2015111510,DEN,4.125,3.239,0.625,0.475,16.5,21.7
2015111511,ARI,3.9,4.689,0.545,0.595,78.0,35.167
2015111600,CIN,3.423,3.0,0.522,0.611,29.667,16.0
2015111900,TEN,3.963,3.603,0.636,0.556,35.667,26.125
2015112200,CHI,4.163,5.364,0.571,0.524,29.833,44.25
2015112201,DET,5.062,4.056,0.714,0.607,81.0,36.0
2015112202,IND,4.833,3.649,0.75,0.733,29.0,24.545
2015112203,HOU,2.517,3.922,0.583,0.44,36.5,22.818
2015112204,PHI,4.538,4.721,0.6,0.742,23.6,32.0
2015112205,MIN,4.764,3.905,0.773,0.529,37.429,41.0
2015112206,CAR,4.686,3.944,0.714,0.522,32.8,23.667
2015112207,MIA,5.071,4.426,0.25,0.696,35.5,23.111
2015112208,BAL,7.5,4.704,0.8,0.65,90.0,23.812
2015112209,ARI,3.429,5.329,0.667,0.714,24.0,25.933
2015112210,SF,4.227,5.0,0.714,0.538,26.571,33.75
2015112300,BUF,4.526,3.582,0.625,0.5,43.0,21.818
2015112600,PHI,3.22,3.29,0.588,0.909,26.4,20.4
2015112601,DAL,4.621,4.05,0.6,0.75,33.5,32.4
2015112602,GB,3.952,4.057,0.545,0.528,83.0,25.818
2015112900,NYG,3.667,4.365,0.25,0.583,33.0,24.846
2015112901,MIN,4.667,4.371,0.7,0.667,49.0,45.167
2015112902,CIN,5.25,4.556,0.778,0.8,50.4,20.5
2015112903,NO,2.548,6.075,0.579,0.593,15.8,40.5
2015112904,IND,2.87,4.11,0.455,0.676,66.0,27.273
2015112905,NYJ,6.438,4.21,0.714,0.562,103.0,31.0
2015112907,LV,4.654,4.983,0.538,0.654,40.333,42.714
2015112908,BUF,7.692,4.329,0.571,0.515,100.0,31.6
2015112909,SF,5.0,6.018,1.0,0.714,60.0,42.125
2015112910,PIT,4.808,7.667,0.65,0.674,62.5,44.083
2015112911,DEN,2.739,4.776,0.75,0.529,21.0,27.923
2015113000,BAL,4.571,5.49,0.7,0.625,32.0,38.429
2015120300,GB,5.75,4.44,0.5,0.649,46.0,25.615
2015120600,NYJ,3.815,5.157,0.667,0.714,25.75,45.125
2015120602,MIA,3.537,2.375,0.474,1.0,21.222,9.5
2015120603,CIN,5.483,3.529,0.667,0.8,39.75,60.0
2015120604,TEN,4.944,5.389,0.643,0.706,59.333,41.571
2015120605,SF,3.067,5.121,0.611,0.533,27.6,24.143
2015120606,SEA,4.821,6.7,0.762,0.625,45.0,40.2
2015120607,NO,4.05,4.417,0.6,0.606,27.0,29.444
2015120608,TB,5.371,5.388,0.667,0.722,62.667,37.714
2015120609,ARI,4.844,5.6,0.562,0.679,38.75,49.0
2015120610,LV,6.353,5.608,0.857,0.636,54.0,34.583
2015120611,DEN,3.946,3.556,0.538,0.733,36.5,32.0
2015120612,PHI,3.194,3.216,0.571,0.615,24.75,20.5
2015120613,IND,1.583,3.948,0.5,0.633,6.333,28.625
2015120700,WAS,0.619,4.6,0.714,0.69,2.167,39.429
2015121000,ARI,6.0,4.774,0.733,0.714,56.0,36.143
2015121300,PHI,4.864,2.758,0.692,0.429,40.125,18.2
2015121301,NYJ,5.067,4.062,0.548,0.8,47.5,32.5
2015121302,PIT,4.532,1.556,0.769,0.0,51.143,7.0
2015121303,HOU,3.896,0.842,0.526,0.5,31.167,2.667
2015121304,JAX,5.2,4.456,0.5,0.536,52.0,27.077
2015121305,SD,3.385,3.657,0.8,0.538,44.0,35.0
2015121306,WAS,5.071,4.421,0.818,0.762,47.333,31.5
2015121307,CAR,7.333,4.857,0.4,0.708,44.0,37.778
2015121309,LA,2.306,6.912,0.533,0.889,16.6,47.0
2015121310,CLE,6.4,4.557,0.5,0.704,96.0,32.727
2015121311,LV,1.0,1.958,0.0,0.429,6.0,9.4
2015121313,SEA,5.185,4.983,0.7,0.708,70.0,41.286
2015121400,MIA,4.947,3.917,0.667,0.545,37.6,23.5
2015121700,LA,6.34,0.96,0.812,1.0,49.667,4.8
2015121900,DAL,6.083,5.183,0.5,0.69,73.0,25.917
2015122000,NYG,3.846,4.727,0.526,0.75,30.0,23.636
2015122001,ARI,5.444,5.203,0.625,0.556,49.0,51.167
2015122002,CHI,4.086,4.854,0.615,0.792,35.75,39.8
2015122003,ATL,4.796,2.805,0.619,0.632,29.375,28.75
2015122004,HOU,4.571,3.854,0.5,0.571,32.0,26.333
2015122005,TEN,3.8,5.017,0.6,0.774,28.5,27.364
2015122006,KC,4.471,3.525,0.8,0.85,38.0,26.0
2015122007,WAS,6.242,5.537,0.812,0.75,68.667,45.4
2015122009,GB,2.077,3.964,0.571,0.52,16.2,27.25
2015122010,PIT,3.571,4.25,0.8,0.741,25.0,31.385
2015122011,MIA,2.389,3.418,0.857,0.519,14.333,23.5
2015122012,SF,3.296,4.338,0.7,0.628,22.25,28.2
2015122100,NO,4.397,3.938,0.706,0.522,34.625,31.5
2015122400,LV,3.239,4.071,0.64,0.667,19.727,38.0
2015122600,PHI,3.786,3.703,0.667,0.66,26.5,21.077
2015122700,NO,5.49,5.979,0.65,0.737,53.8,57.4
2015122701,IND,2.727,3.609,0.5,0.6,30.0,25.667
2015122702,NYJ,6.0,4.842,0.4,0.649,66.0,28.308
2015122703,TEN,2.818,3.672,0.833,0.5,15.5,22.364
2015122704,KC,5.5,4.4,0.833,0.611,99.0,24.444
2015122705,SF,5.733,3.535,0.75,0.565,57.333,30.4
2015122706,MIN,2.593,4.783,0.545,0.643,17.5,33.0
2015122707,CAR,6.667,3.654,0.6,0.56,80.0,27.143
2015122708,TB,4.261,7.2,0.5,0.571,32.667,36.0
2015122709,DAL,4.769,6.095,0.455,0.5,49.6,42.667
2015122710,ARI,5.968,5.022,0.786,0.625,46.25,37.667
2015122711,SEA,0.0,4.512,0.0,0.622,0.0,28.462
2015122712,PIT,5.679,5.978,0.556,0.759,53.0,34.375
2015122800,DEN,4.898,4.565,0.769,0.5,36.125,35.0
2016010300,NYJ,4.844,4.184,0.429,0.56,25.833,31.8
2016010301,MIA,4.213,5.283,0.619,0.667,39.6,34.714
2016010302,CIN,4.194,3.725,0.538,0.688,32.5,21.111
2016010303,PIT,6.25,5.707,0.909,0.64,50.0,27.583
2016010304,JAX,3.462,4.595,0.5,0.625,30.0,21.444
2016010305,IND,2.65,3.887,0.667,0.552,26.5,30.667
2016010306,LV,4.5,2.838,1.0,0.625,27.0,16.083
2016010307,DAL,2.692,7.368,0.4,0.756,17.5,50.1
2016010308,PHI,11.429,5.041,0.75,0.829,80.0,41.444
2016010310,MIN,3.353,2.143,0.5,0.667,24.429,7.5
2016010311,NO,5.5,4.917,0.571,0.711,33.0,59.0
2016010312,CAR,3.533,5.0,0.714,0.8,53.0,37.222
2016010313,DEN,13.5,5.973,1.0,0.667,108.0,32.0
2016010314,ARI,3.167,4.203,0.667,0.525,19.0,26.9
2016010315,LA,4.571,2.909,0.586,0.5,29.091,21.333
2016090800,DEN,6.571,4.41,0.6,0.773,46.0,29.889
2016091101,BAL,3.462,3.857,0.833,0.621,45.0,38.571
2016091102,HOU,6.5,3.598,1.0,0.618,39.0,26.083
2016091104,KC,5.462,4.545,0.571,0.756,71.0,29.167
2016091105,LV,5.919,4.333,0.636,0.5,43.8,65.0
2016091106,CIN,2.25,5.908,0.667,0.786,18.0,42.667
2016091107,PHI,3.912,4.286,0.52,0.714,31.857,25.714
2016091108,TEN,4.537,7.385,0.692,0.562,49.0,27.429
2016091109,SEA,3.231,4.391,0.727,0.6,28.0,37.875
2016091110,DAL,4.083,3.0,0.667,0.389,35.0,34.0
2016091112,ARI,5.4,4.291,0.667,0.6,27.0,33.714
2016091200,WAS,4.32,6.878,0.571,0.8,36.0,67.4
2016091201,LA,2.955,2.7,0.556,0.556,21.667,15.0
2016091500,NYJ,5.0,6.732,0.667,0.722,53.0,46.0
2016091800,CAR,4.353,5.791,0.571,0.639,24.667,43.917
2016091801,CLE,9.762,4.5,0.75,0.679,68.333,28.0
2016091802,TEN,4.326,5.531,0.706,0.789,49.75,44.25
2016091803,HOU,11.714,4.171,0.75,0.6,82.0,24.429
2016091804,NE,6.077,4.19,0.8,0.556,47.4,27.0
2016091805,NO,1.929,3.985,0.5,0.659,9.0,29.667
2016091806,PIT,4.357,3.938,0.6,0.562,61.0,22.5
2016091807,DAL,5.426,2.478,0.64,0.857,66.2,11.4
2016091808,ARI,3.108,5.922,0.467,0.55,23.0,37.75
2016091809,LA,3.971,3.068,0.556,0.615,27.0,27.0
2016091810,DEN,6.324,3.615,0.706,0.55,58.5,37.6
2016091811,LV,4.35,5.74,0.8,0.73,43.5,41.9
2016091812,SD,5.333,3.309,0.833,0.438,44.0,26.0
2016091813,MIN,2.429,3.789,0.5,0.714,17.0,24.455
2016091900,CHI,4.914,5.0,0.706,0.714,34.4,35.0
2016092200,HOU,3.2,4.111,0.5,0.632,24.0,51.8
2016092500,BUF,5.207,2.964,0.643,0.538,37.75,16.6
2016092501,CAR,5.314,2.675,0.7,0.6,38.714,21.4
2016092502,DEN,2.423,5.034,0.333,0.76,31.5,29.2
2016092504,JAX,2.333,3.565,0.444,0.742,14.0,22.1
2016092505,MIA,3.826,6.016,0.833,0.676,22.0,36.7
2016092506,NYG,6.136,5.881,0.7,0.688,45.0,34.7
2016092507,LV,4.731,4.963,0.6,0.609,41.0,29.778
2016092508,SEA,6.367,4.207,0.818,0.667,63.667,30.5
2016092509,LA,6.75,3.93,0.667,0.478,81.0,25.364
2016092510,PIT,4.471,2.923,0.7,0.528,38.0,21.714
2016092511,IND,4.538,5.97,0.455,0.71,39.333,39.4
2016092512,NYJ,3.375,4.909,0.667,0.558,27.0,32.4
2016092513,DAL,5.941,5.02,0.75,0.714,67.333,35.143
2016092600,NO,5.42,8.76,0.684,0.706,53.429,73.0
2016092900,CIN,4.957,3.229,0.75,0.667,45.6,19.375
2016100200,IND,1.0,4.023,0.333,0.667,7.0,39.333
2016100202,LV,3.833,2.868,0.789,0.579,23.0,15.571
2016100204,HOU,6.289,2.977,0.75,0.667,47.8,21.833
2016100205,NE,18.333,4.295,1.0,0.593,110.0,26.2
2016100206,NYJ,5.1,2.395,0.667,0.538,68.0,11.444
2016100207,WAS,4.577,4.529,0.833,0.722,59.5,28.875
2016100208,TB,4.759,2.574,0.636,0.464,46.0,15.444
2016100209,ARI,4.541,5.0,0.588,0.677,33.6,29.444
2016100210,NO,4.703,2.943,0.8,0.619,58.0,17.333
2016100212,KC,3.857,4.012,0.4,0.625,27.0,25.615
2016100300,NYG,3.4,6.667,0.542,0.591,28.333,66.667
2016100600,ARI,2.815,3.594,0.364,0.421,19.0,17.692
2016100900,BAL,4.667,3.255,0.722,0.567,45.5,21.857
2016100901,CLE,4.353,3.386,0.625,0.567,37.0,21.444
2016100902,DET,4.571,1.312,0.647,0.727,64.0,8.4
2016100903,CHI,4.737,6.875,0.8,0.75,45.0,40.0
2016100905,MIN,3.6,4.405,0.722,0.786,36.0,46.25
2016100906,NYJ,6.174,3.604,0.667,0.654,71.0,21.625
2016100907,ATL,4.449,6.156,0.476,0.7,43.6,49.25
2016100908,DAL,8.579,5.02,1.0,0.65,81.5,35.857
2016100909,LA,4.643,4.543,0.667,0.704,65.0,28.909
2016100910,LV,4.02,4.636,0.625,0.611,32.833,34.0
2016100911,GB,5.586,4.537,0.667,0.515,81.0,27.636
2016101000,TB,3.775,3.94,0.667,0.55,37.75,24.625
2016101300,SD,4.784,1.452,0.667,0.375,48.8,9.0
2016101600,SF,5.0,3.884,0.667,0.423,35.0,29.778
2016101601,CHI,4.231,2.95,0.575,0.583,36.667,19.667
2016101602,DET,4.667,4.0,0.706,0.688,56.0,34.4
2016101603,PIT,5.174,4.81,0.625,0.593,39.667,33.667
2016101605,NO,5.838,5.87,0.686,0.8,43.2,45.0
2016101606,BAL,6.25,3.826,0.667,0.5,75.0,35.2
2016101607,TEN,5.361,5.0,0.571,1.0,36.333,40.0
2016101609,LV,4.636,4.472,0.8,0.69,51.0,29.625
2016101610,DAL,5.176,5.25,0.857,0.619,44.0,37.333
2016101611,SEA,4.846,3.817,0.8,0.636,63.0,20.846
2016101612,HOU,4.058,6.371,0.5,0.833,30.143,44.6
2016101700,ARI,4.742,4.279,0.5,0.667,29.4,37.286
2016102000,CHI,3.216,4.333,0.438,0.538,29.75,26.0
2016102300,NYG,3.618,2.846,0.667,0.632,30.75,15.857
2016102301,CIN,8.434,5.091,0.739,0.4,63.857,56.0
2016102302,DET,4.214,5.5,0.5,0.636,29.5,40.857
2016102303,LV,4.133,3.253,0.5,0.667,31.0,22.5
2016102304,KC,6.139,3.147,0.667,0.778,55.25,26.75
2016102306,BAL,4.385,5.511,0.545,0.656,38.0,32.375
2016102307,PHI,2.286,3.269,0.333,0.63,16.0,18.25
2016102308,TEN,3.804,4.265,0.591,0.526,35.5,24.167
2016102309,SD,7.385,4.805,1.0,0.575,96.0,39.4
2016102310,SF,4.724,2.87,0.4,0.519,34.25,15.5
2016102311,PIT,5.25,4.202,1.0,0.609,21.0,29.417
2016102312,ARI,3.578,4.91,0.636,0.6,32.2,41.125
2016102400,HOU,3.652,3.0,0.526,0.522,28.0,15.857
2016102700,TEN,3.9,6.265,0.714,0.824,26.0,42.6
2016103000,WAS,5.676,4.836,0.789,0.641,105.0,39.222
2016103001,ATL,5.839,4.261,0.688,0.864,45.25,39.2
2016103002,BUF,7.0,4.062,0.4,0.5,70.0,29.909
2016103003,CLE,5.018,4.367,0.625,0.45,40.857,21.833
2016103005,KC,3.353,5.577,0.444,0.629,28.5,39.545
2016103006,NO,3.25,4.179,0.6,0.758,26.0,35.1
2016103007,LV,5.3,6.385,0.6,0.672,53.0,47.429
2016103008,DEN,5.909,3.986,0.625,0.533,65.0,23.917
2016103009,ARI,2.595,6.786,0.762,0.828,18.167,47.5
2016103010,DAL,6.235,4.639,0.385,0.536,53.0,28.3
2016103100,MIN,2.125,3.98,0.333,0.69,10.2,39.0
2016110300,TB,5.812,4.711,0.714,0.652,46.5,44.75
2016110600,DEN,3.783,7.8,0.471,0.5,25.222,26.0
2016110601,PIT,2.095,3.397,0.444,0.564,11.0,21.0
2016110602,CLE,4.368,1.444,0.7,0.714,33.2,8.667
2016110603,JAX,4.714,5.575,0.571,0.528,33.0,50.875
2016110604,NYJ,3.8,4.698,0.556,0.68,57.0,21.143
2016110606,NYG,3.458,3.831,0.7,0.586,16.6,25.111
2016110607,LA,4.0,4.426,0.5,0.629,27.0,34.143
